title,date,make,year,price,VIN,fuel,odometer,cylinders,paint color,title status,transmission,type,link
Ford bronco tow hitch wanted,2017-09-03 05:04,ford,NOT INDICATED,$50,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,other,NOT INDICATED,https://sacramento.craigslist.org/cto/d/ford-bronco-tow-hitch-wanted/6291253710.html
2004 BMW M3,2017-09-03 04:54,bmw,2004,$14000,NOT INDICATED,gas,105000,6 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2004-bmw-m3/6291249230.html
(Wrecked 2007 Honda Civic Lx),2017-09-03 03:51,honda,2007,$1,NOT INDICATED,gas,NOT INDICATED,4 cylinders,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/wrecked-2007-honda-civic-lx/6270430607.html
"2003 CHEVROLET SUBURBAN with ORIGINAL MILES! 26"" Wheels (C@@L",2017-09-03 03:46,chevrolet,2003,$4500,1GNEC16T33J104170,gas,171000,8 cylinders,white,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2003-chevrolet-suburban-with/6291226543.html
2004  volkswagen JETTA 1.8T (CLEAN TITLE) 153k,2017-09-03 03:13,volkswagen,2004,$2700,NOT INDICATED,gas,153000,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2004-volkswagen-jetta-18t/6287098126.html
2002 vw jetta,2017-09-03 03:03,vw,2002,$2400,NOT INDICATED,gas,142123,4 cylinders,black,clean,manual,sedan,https://sacramento.craigslist.org/cto/d/2002-vw-jetta/6291217116.html
Bmw x1,2017-09-03 03:01,bmw,NOT INDICATED,$13500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/bmw-x1/6291216666.html
1996 Honda Accord LX,2017-09-03 02:49,honda,1996,$1400,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1996-honda-accord-lx/6291214527.html
1992 Honda Accord Coupe EX,2017-09-03 02:43,honda,1992,$2200,NOT INDICATED,gas,155000,4 cylinders,red,clean,automatic,coupe,https://sacramento.craigslist.org/cto/d/1992-honda-accord-coupe-ex/6284399344.html
2007 Lincoln mark lt,2017-09-03 02:39,lincoln,2007,$13999,NOT INDICATED,gas,93000,NOT INDICATED,NOT INDICATED,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/2007-lincoln-mark-lt/6254876730.html
-------2000 Chevrolet Silverado automatic----,2017-09-04 13:51,chevrolet,2000,$6500,NOT INDICATED,gas,161000,8 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2000-chevrolet-silverado/6293006245.html
2004 Yukon Denali AWD 8 passenger SUV,2017-09-04 13:51,NOT INDICATED,2004,$7650,NOT INDICATED,gas,NOT INDICATED,8 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2004-yukon-denali-awd-8/6293006157.html
"2007 Ford Super Duty *F-250* *F250* *F250* 2WD Reg Cab 137"" XL BEST DEALS",2017-09-04 13:51,ford,2007,$11995,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2007-ford-super-duty-250-fwd/6293006072.html
? 2014 Jeep Cherokee 4WD 4dr Trailhawk Sport Utility,2017-09-04 13:51,jeep,2014,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2014-jeep-cherokee-4wd-4dr/6293006015.html
1967 VW Bug,2017-09-04 13:50,vw,1967,NOT INDICATED,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,missing,other,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1967-vw-bug/6293004584.html
2006 Honda Accord,2017-09-04 13:50,honda,2006,$5700,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2006-honda-accord/6280379374.html
2006 Honda Pilot Ex,2017-09-04 13:49,honda,2006,$6200,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2006-honda-pilot-ex/6280373024.html
1956 ford panel truck,2017-09-04 13:49,ford,1956,NOT INDICATED,has vin plate,gas,6000,8 cylinders,custom,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/1956-ford-panel-truck/6260830224.html
2000 Acura Integra GSR,2017-09-04 13:49,acura,2000,$5500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2000-acura-integra-gsr/6280365333.html
2003 Mitsubishi Montero 4x4,2017-09-04 13:47,mitsubishi,2003,$3700,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2003-mitsubishi-montero-4x4/6293001275.html
"2008 Ford Super Duty F-450 DRW 4WD Crew Cab 172"" XL Beautiful Car",2017-09-04 13:46,ford,2008,$26995,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2008-ford-super-duty-450-drw/6292999706.html
2002 Mercedes Benz C-320 Wagon RWD,2017-09-04 13:45,NOT INDICATED,2002,$2100,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2002-mercedes-benz-320-wagon/6271847417.html
2005 Mercedes-Benz E-Class E 500 4dr Sedan - WE APPROVE ALL CREDIT!,2017-09-04 13:45,mercedes-benz,2005,$6450,WDBUF70J95A757707,other,116908,NOT INDICATED,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2005-mercedes-benz-class-500/6292998289.html
GSA Auto Auction 9/18/2017: 2010 Chevrolet 2500HD Pickup Truck,2017-09-04 13:45,chevrolet,2017,NOT INDICATED,1GC3CVBG1AF149477,gas,58759,NOT INDICATED,white,clean,automatic,pickup,https://sacramento.craigslist.org/ctd/d/gsa-auto-auctionchevrolet/6292998023.html
2015 Toyota Corolla LE,2017-09-04 13:44,toyota,2015,$8950,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2015-toyota-corolla-le/6289557495.html
2007 Ford Fusion SE,2017-09-04 13:44,ford,2007,$3000,NOT INDICATED,gas,166000,4 cylinders,silver,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2007-ford-fusion-se/6292997363.html
light is on05 Toyota Tundra Trd Limited,2017-09-04 13:44,toyota,2005,$1500,NOT INDICATED,gas,NOT INDICATED,8 cylinders,black,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/light-is-on05-toyota-tundra/6292984514.html
2011 BMW 750LI ONLY 57K MILES M PKG SPORT PKG LOADED WARRANTY *$2500 D,2017-09-04 13:44,bmw,2011,$26985,WBAKB8C59BC851740,gas,57739,other,silver,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2011-bmw-750li-only-57k-miles/6292997416.html
2007 Acura MDX Technology Package,2017-09-04 13:44,acura,2007,$9000,2HNYD28877H541852,gas,187101,6 cylinders,NOT INDICATED,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2007-acura-mdx-technology/6283737260.html
2008 BMW 5 Series 550i 4dr Sedan Luxury * NO CREDIT BAD CREDIT *,2017-09-04 13:44,bmw,2008,$7900,WBANW53568CT49163,gas,165109,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2008-bmw-5-series-550i-4dr/6292997092.html
2011 BMW 5 Series 535i xDrive AWD 4dr Sedan * NO CREDIT BAD CREDIT *,2017-09-04 13:43,bmw,2011,$15985,WBAFU7C5XBC771224,gas,100574,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2011-bmw-5-series-535i-xdrive/6292996753.html
? 2016 Dodge Journey  SE,2017-09-04 13:43,dodge,2016,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2016-dodge-journey-se/6292996450.html
2013 BMW X5 xDrive35i AWD 4dr SUV *$2500 DOWN FINANCING *,2017-09-04 13:43,bmw,2013,$26985,5UXZV4C59D0E12853,gas,59515,other,NOT INDICATED,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2013-bmw-x5-xdrive35i-awd-4dr/6292996505.html
'73 Ford F100 For Sale or Trade,2017-09-04 13:43,ford,1973,$6000,NOT INDICATED,gas,NOT INDICATED,8 cylinders,yellow,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/73-ford-f100-for-sale-or-trade/6265239499.html
2011 BMW X5 xDrive50i AWD ONLY 60K MILES LOADED WARRANTY *$2500 DOWN F,2017-09-04 13:43,bmw,2011,$21985,5UXZV8C5XBL419181,gas,61565,other,NOT INDICATED,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2011-bmw-x5-xdrive50i-awd/6292996262.html
Dodge Ram B3500 Cargo Van 1 Owner Utility Work Bins 1-Ton Service Truck 74K MILE,2017-09-04 13:43,NOT INDICATED,3500,$5495,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/dodge-ram-b3500-cargo-van-1/6292996072.html
2005 Toyota Matrix,2017-09-04 13:43,toyota,2005,NOT INDICATED,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2005-toyota-matrix/6265824223.html
2011 BMW 550I LOADED ONLY 60K MILES SPORT LOW MILES WARRANTY * NO CRED,2017-09-04 13:43,bmw,2011,$19985,WBAFR9C58BC270071,gas,64318,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2011-bmw-550i-loaded-only-60k/6292996011.html
2011 BMW 3 Series 328i 2dr Convertible SULEV LOW MILES LOADED *$2500 D,2017-09-04 13:43,bmw,2011,$17985,WBADW7C51BE726548,gas,64126,other,black,clean,automatic,convertible,https://sacramento.craigslist.org/ctd/d/2011-bmw-3-series-328i-2dr/6292995722.html
2008 BMW X5 3.0si AWD 3RD ROW SEAT LOADED NAVIGATION *$2500 DOWN FINAN,2017-09-04 13:42,bmw,2008,$12985,5UXFE43588L021830,gas,123011,other,NOT INDICATED,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2008-bmw-x5-30si-awd-3rd-row/6292995468.html
2008 BMW X5 4.8i AWD 4dr SUV ONLY 85K MILES LOADED * NO CREDIT BAD CRE,2017-09-04 13:42,bmw,2008,$15985,5UXFE83518L161421,gas,85477,other,NOT INDICATED,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2008-bmw-x5-48i-awd-4dr-suv/6292995229.html
2013 BMW X5 xDrive35i AWD 4dr SUV LOADED CLEAN *$2500 DOWN FINANCING *,2017-09-04 13:42,bmw,2013,$19985,5UXZV4C57D0B04774,gas,109038,other,NOT INDICATED,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2013-bmw-x5-xdrive35i-awd-4dr/6292994951.html
2012 BMW X5 xDrive35i AWD 4dr SUV LOADED WARRANTY AVAILABLE *$2500 DOW,2017-09-04 13:42,bmw,2012,$14900,5UXZV4C53CL767320,gas,130480,other,NOT INDICATED,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2012-bmw-x5-xdrive35i-awd-4dr/6292994766.html
Street rod truck&Custom toy hauler,2017-09-04 13:42,NOT INDICATED,NOT INDICATED,$19500,NOT INDICATED,gas,NOT INDICATED,8 cylinders,blue,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/street-rod-truckcustom-toy/6279490283.html
2013 BMW X3 xDrive28i AWD 1 OWNER LOADED LOW MILES * NO CREDIT BAD CRE,2017-09-04 13:42,bmw,2013,$18985,5UXWX9C57D0D05665,gas,83885,other,black,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2013-bmw-x3-xdrive28i-awd-1/6292994514.html
2008 BMW X5 3.0si AWD 4dr SUV LOW MILES LOADED EXTRA CLEAN * NO CREDIT,2017-09-04 13:41,bmw,2008,$14985,5UXFE43588L026686,gas,87143,other,black,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2008-bmw-x5-30si-awd-4dr-suv/6292994247.html
2011 BMW X5 xDrive50i AWD LOADED M PKG LOW MILES SPORT *$2500 DOWN FIN,2017-09-04 13:41,bmw,2011,$19985,5UXZV8C51BL418565,gas,86843,other,black,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2011-bmw-x5-xdrive50i-awd/6292993993.html
2012 BMW X5 xDrive35i AWD 4dr SUV LOADED LOW MILES * ALL CREDIT APPROV,2017-09-04 13:41,bmw,2012,$17985,5UXZV4C59CL759898,gas,100910,other,black,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2012-bmw-x5-xdrive35i-awd-4dr/6292993747.html
2011 BMW 3 Series 328i xDrive AWD LOW MILES 77K LOADED *$2500 DOWN FIN,2017-09-04 13:41,bmw,2011,$13985,WBAPK5G52BNN27970,gas,78100,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2011-bmw-3-series-328i-xdrive/6292993503.html
2008 Ford Super Duty *F-350* *F350* *F350* LARIAT 4X4 LONG BED Great Vehic,2017-09-04 13:41,ford,2008,$26995,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2008-ford-super-duty-350/6292993293.html
2006 vw passat,2017-09-04 13:41,vw,2006,$3200,NOT INDICATED,gas,168000,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2006-vw-passat/6268258251.html
2011 BMW 3 Series 335i LOADED M PKG EXTRA CLEAN * NO CREDIT BAD CREDIT,2017-09-04 13:41,bmw,2011,$14900,WBAKG7C55BE264225,gas,112806,other,white,clean,automatic,coupe,https://sacramento.craigslist.org/ctd/d/2011-bmw-3-series-335i-loaded/6292993198.html
2008 GMC Sierra 1500 Extended Cab,2017-09-04 13:41,gmc,2008,$29988,219580,NOT INDICATED,67148,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2008-gmc-sierra-1500-extended/6292993071.html
2011 BMW 335I TURBO NAVIGATION SPORT PKG LOADED *$2500 DOWN FINANCING,2017-09-04 13:40,bmw,2011,$13985,WBAPM5G5XBNM68631,gas,102648,other,black,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2011-bmw-335i-turbo/6292992862.html
2014 BMW 328I 320I LOADED SPORT PKG LOW MILES *$2500 DOWN FINANCING *,2017-09-04 13:40,bmw,2014,$16900,WBA3B1C5XEP679114,gas,44759,other,white,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2014-bmw-328i-320i-loaded/6292992611.html
Mercedes ML350 SUV,2017-09-04 13:40,NOT INDICATED,1950,$13900,NOT INDICATED,gas,75000,6 cylinders,black,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/mercedes-ml350-suv/6292992416.html
2006 Ford F-150 F150 F 150 LIFTED Lariat Lariat 4dr SuperCrew ALL CREDITS WELCOM,2017-09-04 13:40,ford,2006,$15999,1FTPW14V46KE01461,other,95618,NOT INDICATED,black,clean,automatic,truck,https://sacramento.craigslist.org/ctd/d/2006-ford-150-flifted-lariat/6292991985.html
2007 Dodge Nitro SLT/RT,2017-09-04 13:40,dodge,2007,$11495,1D8GU58697W725243,other,100330,NOT INDICATED,white,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2007-dodge-nitro-slt-rt/6292991839.html
2012 Ford Fusion,2017-09-04 13:39,ford,2012,$4800,3FAHP0HA7CR296950,gas,187000,4 cylinders,white,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2012-ford-fusion/6292991441.html
2008 acura type s,2017-09-04 13:39,acura,2008,$10000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2008-acura-type/6270483840.html
2006 Chevrolet Chevy Corvette Base 2dr Coupe **2 car lots - 100's of veh,2017-09-04 13:39,NOT INDICATED,2006,$23997,1G1YY26U765133215,gas,50975,NOT INDICATED,black,clean,automatic,coupe,https://sacramento.craigslist.org/ctd/d/2006-chevrolet-chevy-corvette/6292990862.html
1972 Chevrolet C20 Cheyenne Super,2017-09-04 13:39,chevrolet,1972,$18000,NOT INDICATED,gas,NOT INDICATED,8 cylinders,yellow,clean,automatic,pickup,https://sacramento.craigslist.org/cto/d/1972-chevrolet-c20-cheyenne/6292990379.html
2007 acura tl,2017-09-04 13:39,acura,2007,$6000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2007-acura-tl/6290437447.html
? 2016 Ford Edge 4dr Titanium FWD Sport Utility,2017-09-04 13:38,ford,2016,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2016-ford-edge-4dr-titanium/6292989972.html
2006 Corvette C6 3lt,2017-09-04 13:38,NOT INDICATED,2006,$24000,1G1YY26U365111745,gas,34500,8 cylinders,orange,clean,automatic,coupe,https://sacramento.craigslist.org/cto/d/2006-corvette-c6-3lt/6273110145.html
2013 Dodge Viper SRT,2017-09-04 13:38,dodge,2013,$79900,NOT INDICATED,gas,3850,10 cylinders,red,clean,manual,coupe,https://sacramento.craigslist.org/cto/d/2013-dodge-viper-srt/6276160752.html
? 2014 Nissan Altima  2.5 S,2017-09-04 13:38,nissan,2014,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2014-nissan-altima-25/6292989090.html
2005 toyota corolla,2017-09-04 13:37,toyota,2005,$3900,NOT INDICATED,gas,140000,4 cylinders,NOT INDICATED,salvage,automatic,sedan,https://sacramento.craigslist.org/cto/d/2005-toyota-corolla/6292863600.html
Honda accord ix,2017-09-04 13:37,honda,NOT INDICATED,$1500,NOT INDICATED,gas,150000,NOT INDICATED,NOT INDICATED,salvage,manual,sedan,https://sacramento.craigslist.org/cto/d/honda-accord-ix/6276092293.html
GSA Auto Auction 9/18/2017:2013 Chevrolet 2500HD 4x4 Pickup Truck,2017-09-04 13:37,chevrolet,2017,NOT INDICATED,1GC1KVCG8DF114061,gas,97009,NOT INDICATED,white,clean,automatic,pickup,https://sacramento.craigslist.org/ctd/d/gsa-auto-auctionchevrolet/6292987846.html
2016 MAZDA CX-5 TOURING **********************VERY CLEAN**************,2017-09-04 13:36,mazda,2016,$15500,NOT INDICATED,gas,30492,4 cylinders,grey,salvage,automatic,SUV,https://sacramento.craigslist.org/cto/d/2016-mazda-cx-5-touring-very/6278395284.html
2015 Mazda 6 for sale,2017-09-04 13:36,mazda,2015,$16000,NOT INDICATED,gas,21500,4 cylinders,white,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2015-mazda-6-for-sale/6292986866.html
"2008 Ford Super Duty *F-350* *F350* *F350* DRW 4WD Crew Cab 156"" XL Beauti",2017-09-04 13:36,ford,2008,$26995,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2008-ford-super-duty-350-fdrw/6292986693.html
Honda Civic,2017-09-04 13:35,honda,NOT INDICATED,$600,NOT INDICATED,gas,NOT INDICATED,4 cylinders,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/honda-civic/6286961889.html
2004 Porsche Boxster - like new,2017-09-04 13:35,porsche,2004,$16500,wp0ca29834u620127,gas,24600,6 cylinders,silver,clean,manual,convertible,https://sacramento.craigslist.org/cto/d/2004-porsche-boxster-like-new/6292985658.html
1951 International L-120 3/4 ton pick up,2017-09-04 13:34,NOT INDICATED,1951,$5500,19287,gas,77222,6 cylinders,green,clean,manual,pickup,https://sacramento.craigslist.org/cto/d/1951-internationalton-pick-up/6292984832.html
Chevrolet Colorado (2005),2017-09-04 13:34,chevrolet,2005,$3650,NOT INDICATED,gas,NOT INDICATED,4 cylinders,white,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/chevrolet-colorado-2005/6292984525.html
2000 TOYOTA TUNDRA LABOR DAY SALE !!,2017-09-04 13:33,toyota,2000,$5999,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2000-toyota-tundra-labor-day/6292983364.html
ford F-150,2017-09-04 13:33,ford,NOT INDICATED,$2500,NOT INDICATED,gas,150000,8 cylinders,red,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/ford-150/6292982622.html
*2016* *BMW* *X1 xDrive28i* **,2017-09-04 13:32,NOT INDICATED,2016,$29462,WBXHT3C3XGP886429,gas,27395,4 cylinders,silver,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2016-bmw-x1-xdrive28i/6292982518.html
1987 mazda b2000 runs but has some engine noise,2017-09-04 13:32,mazda,1987,$500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1987-mazda-b2000-runs-but-has/6292982283.html
2011 toyota tacoma regular cab 4x4,2017-09-04 13:32,toyota,2011,$19500,NOT INDICATED,gas,30000,4 cylinders,grey,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2011-toyota-tacoma-regular/6292981795.html
'99 S10 (Salvage) w/ Shell,2017-09-04 13:32,NOT INDICATED,1999,$800,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/cto/d/99-s10-salvage-shell/6253915065.html
"2004 Buick Rendezvous,",2017-09-04 13:31,buick,2004,$500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,lien,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2004-buick-rendezvous/6292981015.html
2000 Toyota Camry Le~,2017-09-04 13:31,toyota,2000,$1400,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2000-toyota-camry-le/6292980975.html
1994 Accord 5 speed,2017-09-04 13:31,NOT INDICATED,1994,$400,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,lien,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1994-accord-5-speed/6292980600.html
2008 Ford *F-150* *F150* *F150* 4WD SuperCrew Lariat with Color-coordinate,2017-09-04 13:31,ford,2008,$14995,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2008-ford-150-fwd-supercrew/6292980079.html
1998 honda civic,2017-09-04 13:30,honda,1998,NOT INDICATED,NOT INDICATED,gas,150000,4 cylinders,silver,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/1998-honda-civic/6290361048.html
GSA Auto Auction 9/18/2017:2010 Dodge Ram 1500 Crew Cab 4x4 Pickup Tru,2017-09-04 13:30,NOT INDICATED,2017,NOT INDICATED,1D7RV1CP5AS252927,gas,76891,NOT INDICATED,white,clean,automatic,pickup,https://sacramento.craigslist.org/ctd/d/gsa-auto-auctiondodge-ram/6292979491.html
"2008 Land Rover Range Rover Sport HSE Sport, DVD, Low Miles, & Super Cle",2017-09-04 13:30,NOT INDICATED,2008,$17999,SALSK25418A150000,other,83366,NOT INDICATED,grey,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2008-land-rover-range-rover/6292979394.html
1996 jeep  cherokee  country,2017-09-04 13:30,jeep,1996,$2600,NOT INDICATED,gas,197735,6 cylinders,white,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/1996-jeep-cherokee-country/6292979180.html
"2007 Dodge Ram 2500 4WD Mega Cab 160.5"" Laramie""",2017-09-04 13:30,NOT INDICATED,2007,NOT INDICATED,3D3KS29A97G767465,diesel,97555,NOT INDICATED,NOT INDICATED,clean,other,truck,https://sacramento.craigslist.org/ctd/d/2007-dodge-ramwd-mega-cab/6292979264.html
1998 Dodge Caravan Sport Mini-Van,2017-09-04 13:29,dodge,1998,$1800,NOT INDICATED,gas,149000,6 cylinders,blue,clean,automatic,mini-van,https://sacramento.craigslist.org/cto/d/1998-dodge-caravan-sport-mini/6292978390.html
2006 Mustang GT,2017-09-04 13:29,Ford,2006,$8000,NOT INDICATED,gas,NOT INDICATED,8 cylinders,NOT INDICATED,salvage,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2006-mustang-gt/6276848938.html
2014 Ford Focus SE,2017-09-04 13:29,ford,2014,$7500,NOT INDICATED,gas,29000,4 cylinders,grey,salvage,automatic,hatchback,https://sacramento.craigslist.org/cto/d/2014-ford-focus-se/6283066659.html
"2002 TOYOTA SOLARA SLE, CONVERTIBLE",2017-09-04 13:29,toyota,2002,$5000,2T1FF28P62C592681,gas,166000,6 cylinders,white,clean,automatic,convertible,https://sacramento.craigslist.org/cto/d/2002-toyota-solara-sle/6292978009.html
2000 Nissan maxima,2017-09-04 13:29,nissan,2000,$2600,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2000-nissan-maxima/6288998609.html
? 2017 Nissan Murano  SV,2017-09-04 13:29,nissan,2017,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2017-nissan-murano-sv/6292977667.html
2003 Toyota Tacoma low mileage clean title,2017-09-04 13:29,toyota,2003,$7800,NOT INDICATED,gas,129000,4 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2003-toyota-tacoma-low/6292977407.html
2006 Volvo V50 t5 TURBO,2017-09-04 13:29,volvo,2006,$3000,NOT INDICATED,gas,180000,5 cylinders,white,clean,automatic,wagon,https://sacramento.craigslist.org/cto/d/2006-volvo-v50-t5-turbo/6292957294.html
2005 Chrysler 300 Touring,2017-09-04 13:28,chrysler,2005,$1800,NOT INDICATED,gas,250000,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2005-chrysler-300-touring/6292934343.html
